id,source_company,source_review_id,author,rating,date,verbatim,model_suggested_label,model_confidence,manual_label,label_confidence,issue_type,is_mixed,justification_courte
1787,www.darty.com,65,Ang.G,3,12 févr. 2026,"Mauvaise expérience et mauvaise information presque une arnaque - Nous avons acheté un frigo en boutique Darty le 18/01/26 de marque Samsung, et une fois placer chez nous, nous attendons 1-2j avant de l'allumer (jusque-là rien d'anormal) mais une fois que nous l'avons allumé une forte odeur de gaz à commencer à se dissiper dans la pièce, et un mal de tête horrible commence à apparaître. Par conséquent, on déconnecte tout et on retourne au magasin. (Le compresseur était mal soudé et une fuite avait donc eu lieu). Je ne comprends pas comment il est possible de nous vendre un appareil comme celui-ci. Déjà que nous y mettons le prix, en plus, il n'est même pas en bon état de fonctionnement. Mais bon, nous avons fait une réclamation, pour pouvoir l'échanger, au final tout c'est bien déroulé pour l'échange, mais à ma grande surprise la garantie ne semble pas se remettre à zéro (c'est pourtant bien indiqué dans leurs conditions de garantie). Lors de la récupération d'un frigo ou d'un appareil neuf la garantie est censé se remettre à zéro à l'obtention de l'autre appareil qui pour ma part a été retiré le 31/01/26 donc logiquement la garantie devrait dater du 31 et non du 18, on m'a informé de vive voix par une employée de Darty à Coulommiers que ça devrait se mettre à jour, mais pas du tout ! Et en plus de ça, le nouvel appareil me paraît encore douteux, il sentait mauvais pendant 2 jours (odeur chimique sûrement la colle) et de temps à autre, il fait des bruits étranges, j'espère que ça ira et qu'il tiendra... C'est mon 4e frigo en l'espace de 2 ans, j'espère qu'il tiendra à lui tout seul au moins 2 ans, car on ne peut plus se permettre d'acheter des frigos... Pour le moment nous faisons avec car on en à marre de faire des réclamations. Avec un peu de chance c'est juste qu'une impression et qu'il n'y a pas vraiment de soucis",Négatif,0.52,Négatif,Haute,Produit / information,false,Avis négatif: mauvaise information et forte mauvaise expérience.
1788,www.darty.com,66,Patrick,3,Actualisé le 11 févr. 2026,"Inadmissible : j'achète un ampli NAD le 4 février, il tombe en panne le 8. Darty refuse l'échange à neuf (loi L217-9) et m'impose un délai au 6 mars ! Est-ce ainsi que vous traitez vos clients fidèles ?
A la décharge de Darty, je dois dire qu'ils ont procédé aujourd'hui au remboursement du produit défectueux. N'empêche qu'ils devraient reconsidérer le fonctionnement du contact SAV car visiblement, les opérateurs ont peu de latitude pour prendre des décisions ce qui mène à des quiproquos.",Négatif,0.54,Négatif,Moyenne,SAV / remboursement,true,Avis négatif malgré remboursement: parcours SAV jugé inadmissible.
1789,www.darty.com,67,Roland,3,8 févr. 2026,"Dégât chez le client lors d'une livraison - 08/02/2026. Je suis très satisfait de l'accueil et des conseils d'achat reçus par la vendeuse du magasin de Chalon sur Saône, qui a pris en charge ma commande, mais pas de la livraison de mon réfrigérateur, qui a occasionné un dégât sur le parquet en bois de mon appartement.
En effet, les livreurs ont glissé l'appareil sur le parquet en bois pour aller le mettre en place dans la cuisine, mais n'avaient pas prévu de protection pour protéger le sol. Ils m'ont alors demandé de leur fournir un vieux drap qu'ils ont placé sous l'appareil, mais cela n'a pu éviter le dégât. Constatant les marques profondes laissées dans le bois par le déplacement du frigo (et photo du dégât prise par eux) les livreurs m'ont dit: ""Faites établir un devis de réparation et envoyez-le au Service Livraison Darty, on vous remboursera""...! Je me suis renseigné, mais aucun artisan ne se déplacera pour réparer ce dégât. J'ai donc voulu contacter le Service Livraison mais Il est très difficile de pouvoir joindre quelqu'un dans les différents services DARTY. Au téléphone, aucun des chiffres proposés (faites le 1 puis le 2, et enfin le 4, etc..) ne correspond à ma demande. Voilà donc mon parquet abîmé, malheureusement à un endroit très visible, et je ne peux rien faire. J'espère que DARTY lira ce message et retrouvera ma commande dont j'ai laissé la référence, pour me proposer une solution amiable. Merci. Cordialement. MD",Négatif,0.55,Négatif,Haute,Livraison / dégâts,true,Avis négatif: bons conseils en magasin mais livraison abîme le parquet.
1790,www.darty.com,68,cliente,3,6 févr. 2026,Le service après-vente serait peut-être à revoir...,Neutre,0.54,Neutre,Faible,SAV,false,Avis trop court et peu explicite: SAV peut-être à revoir.
1791,www.darty.com,69,Espérance CERCEAU,3,29 janv. 2026,"Colis non livré a domicile a la date prévue - Le 8 janvier, j'ai commandé sur votre site internet , un Robot Pâtissier destiné à ma fille demeurant dans la région parisienne. La livraison qui était gratuite (je suis abonnée à Darty Max)devait être effectuée par Chronopost en date du 10 janvier 2026 pour l'anniversaire de ma fille.
Effectivement elle a reçu un SMS de la part de chronopost l'avisant que sa commande devait lui être livrée le 10 janvier 2026 entre 13h30 et 15h. Pas de livraison effectuée ce jour là......J'ai contacté votre service clientèle en expliquant ce fait. Le chargé de clientèle m'a dit que cet incident ne concernait pas Darty, mais Chronopost ; charge à moi de voir directement avec eux ; à priori je suis cliente de Darty, mais pas de Chronopost en quoi dois je moi même régler ce problème ?????? J'avais également signalé que ma fille demeurant à Nanterre et travaillant à Paris Montparnasse aurait quelques difficultés pour réceptionner son ""cadeau"" chez elle au gré et envie du transporteur. Le lundi 12 au matin elle a reçu un SMS de Chronopost lui disant que son colis lui serait livré le même jour entre 13h 15h........Afin de le réceptionner elle a pris une après midi. A l'heure dite coup de téléphone du livreur lui disant qu'il ne voit pas le numéro de l'appartement, après explication détaillée pour situer l'endroit, ma fille est descendue afin de réceptionner son colis.... plus de chauffeur.......perte d'une après midi, et.....pas de colis !!!! Ensuite le colis a été déposé dans un relais assez distant du domicile de ma fille, qui a du aller le récupérer par ses propres moyens (le 17 janvier) (comme beaucoup de parisien elle n'a pas de véhicule personnel). Je signale que le colis était assez encombrant et assez lourd et pour pouvoir le ramener chez elle elle a du prendre un taxi!!!! pour la gratuité de la livraison on repassera par là.Je ne remercierai pas votre service clientèle qui sur ce point n'a pas été très efficace, d'autant plus que j'avais tout expliqué au téléphone et que j'ai du me contenter de la réponse suivante ""désolé nous ne pouvons rien faire contactez Chronopost "". En fait je devais moi même faire leur travail.",Négatif,0.5,Négatif,Haute,Livraison non effectuée,false,Avis négatif: colis non livré à la date prévue.
1792,www.darty.com,70,Nicole Agaisse,3,16 janv. 2026,J'apprécie darty depuis très longtemps jamais déçue,Négatif,0.5,Positif,Haute,Avis positif historique,false,Avis positif explicite: apprécie Darty depuis longtemps et jamais déçue.
1793,www.darty.com,71,Vaas65,3,13 janv. 2026,"Pas de financement+ de 20 fois frais - Site bien fait, un large choix de produits.
Nouveau magasins, les vendeuses et vendeurs sont top.
Par contre en 2026 avec la conjoncture actuelle auquel tout augmente, il n'est pas normal de ne pas proposer du 24 fois SANS FRAIS. À titre d'exemple, un bon téléviseur Oled à plus de 1700€, comment le financer ? Sachant que je ne veux pas de financement avec frais ? Ben y a pas.",Neutre,0.71,Neutre,Moyenne,Financement,true,"Avis mitigé: site et vendeurs appréciés, financement critiqué."
1794,www.darty.com,76,Yannick Gauther,4,ll y a 3 jours,"Bon conseil en magasin, livraison parfaite",Positif,0.74,Positif,Haute,Conseil / livraison,false,Avis positif: bon conseil et livraison parfaite.
1795,www.darty.com,77,Vincent,4,ll y a 5 jours,"Bon rapport qualité / prix - Très bon conseil au moment de l'achat en magasin.
Machine à laver proposant l'essentiel à un prix raisonnable.",Positif,0.85,Positif,Haute,Conseil / rapport qualité prix,false,Avis positif: bon conseil et prix raisonnable.
1796,www.darty.com,78,FRANCIS Prades,4,ll y a 7 jours,interêt de la clientèle - C'est intéressant de s'intéresser à ce que pense votre clientèle,Positif,0.73,Neutre,Faible,Avis méta,false,Avis peu exploitable: commentaire sur l’intérêt de demander l’avis client.
1797,www.darty.com,79,Narb,4,11 mai 2026,"J'ai acheté 2 clim au lieu d'une pour une meilleure répartition du froid dans l'ensemble cuisine salon de 38 m2; auparavant une seule mais plus puissante dans la cuisine mais très (trop) bruyante , pour le moment pas encore utilisées mais raccordées et testées en attendant les grosses chaleurs. J'espère gagner en confort acoustique et thermique ;-)",Positif,0.61,Neutre,Faible,Produit non encore évalué,true,Avis peu exploitable: produit testé mais bénéfice encore attendu.
1798,www.darty.com,80,Marc,4,10 mai 2026,"Lave-vaisselle livré le 4 Mai. Livraison ok, livreurs débordés, on a fait un « do-it-yourself » pour le branchement. Ancien lave-vaisselle repris par livreur Darty le 9 mai. Du coup, on a pas encore eu vraiment de profiter de notre lave-vaisselle Beko.",Positif,0.65,Positif,Moyenne,Livraison,true,Avis positif modéré: livraison ok malgré installation bricolée et usage encore limité.
1799,www.darty.com,81,FRANCK FRETEL,4,10 mai 2026,Personnel compétent,Positif,0.81,Positif,Haute,Personnel,false,Avis positif court: personnel compétent.
1800,www.darty.com,82,Dominique Bancelin,4,7 mai 2026,"RAS concernant Darty, peut être aurions nous pu être mieux conseillés ! le lave vaisselle AEG Lift n'est pas notre meilleur achat loin de là ! et concernant les livreurs ils ne font pas trop d'efforts ! s'ils peuvent vous laisser vous débrouiller pour l'installation ils ne s'en privent pas, et comme tous les livreurs quelques soient le site marchant, ils sont toujours pressés !",Positif,0.66,Neutre,Moyenne,Conseil / livraison,true,"Avis mitigé: rien contre Darty mais conseil, produit et livraison critiqués."
1801,www.darty.com,83,Dom,4,5 mai 2026,"VivoBook S5506WA-MA054W Copilot+ AMD Ryzen 9 32G - J'ai été bien conseillé, mais si on veut une réduction, il faut prendre Darty Max.
C'est mon 1er PC avec un écran OLED, je ne suis pas déçu, malgré les reflets en journée; en orientant l'écran on peut les éviter. Bonnes performances et la batterie a une grande autonomie. Il y a pas mal de changement avec Windows 11, mais pas gênant si on connait bien Windows 10. L'antivirus McAfee est installé, mais il faut payer au bout d'un mois. Je l'ai désinstallé.",Positif,0.55,Positif,Haute,Conseil / produit,true,Avis positif: bien conseillé et pas déçu malgré petites réserves.
1802,www.darty.com,84,Guy PETIT,4,3 mai 2026,SAV efficace et sympathique; conseiller de vente compétent,Positif,0.85,Positif,Haute,SAV / conseil,false,Avis positif: SAV efficace et conseiller compétent.
1803,www.darty.com,85,GASTALDI denis,4,3 mai 2026,Bien conseillé par le vendeur,Positif,0.8,Positif,Haute,Conseil,false,Avis positif: bien conseillé par le vendeur.
1804,www.darty.com,86,philippe guillemin,4,3 mai 2026,Bons vendeurs. Peu de stock,Positif,0.76,Positif,Moyenne,Vente magasin,true,Avis positif avec réserve: bons vendeurs mais peu de stock.
1805,www.darty.com,87,Test,4,1 mai 2026,"Le site est super clair et fluide. Je le recommande , je n´hésiter pas a recommander",Positif,0.86,Positif,Haute,Site web,false,"Avis positif: site clair, fluide et recommandé."
1806,www.darty.com,88,Bénédicte,4,26 avr. 2026,"bon produit ,a voir dans le temps - livraison rapide. livreurs sympathiques mais qui on eu du mal à installer et m'ont induit en erreur pour la pose de la porte( deco) du lave vaisselle . Il fallait que le lave vaisselle soit sorti et non encastré avant de mettre la porte. Ce qui m'a fait perdre pas mal de temps.",Positif,0.75,Positif,Moyenne,Produit / livraison,true,Avis globalement positif malgré difficulté d’installation.
1807,www.darty.com,89,Yvon,4,22 avr. 2026,service efficace - Mon ancien réfrigérateur ne refroidissait plus assez son contenu et se déclenchait très souvent. Grâce à Darty j'ai pu faire l'acquisition d'un nouveau à un prix modeste qui est efficace et simple d'utilisation. La livraison a été rapide et j'ai également apprécié que l'ancien ait pu être repris.,Positif,0.85,Positif,Haute,Service / livraison,false,"Avis positif: service efficace, prix modeste et livraison rapide."
1808,www.darty.com,90,eric macdoud,4,20 avr. 2026,"conseil: bien vérifier que sur le bon de livraison apparait le nombre d'appareils ménagers a retirer de chez vous, les vendeurs vous certifie que les livreurs peuvent reprendre jusqu'à trois appareils de chez vous si vous le souhaitez. c'était le cas, nous avions un vieux frigo et pensions que les livreurs l'embarqueraient comme promis a la vente, mais non généralement ils n'ont pas la place pour reprendre tout les appareils, j'en ai parlé au chauffeur et il a appelé le service livraison en lui disant que nous avions ce frigo prêt a être retiré du coup ils ont reprogrammé une livraison 3 jours après, ils ont sorti le frigo dehors comme ça pas besoin d'être sur place et 3 jours après ils sont repassés le chercher, j'ai trouvé ça cool, donc a vérifier sur le bon de livraison qu'il y a bien plusieurs appareils ménagers a reprendre, sur mon bon il n'y avait que la reprise de l'ancienne machine a laver mais les livreurs ont été très cool, j'ai apprécié, merci a eux...10/10",Positif,0.62,Neutre,Moyenne,Reprise appareils,true,Avis mitigé: avertissement sur reprise non garantie malgré note positive.
1809,www.darty.com,91,Luc CABY,4,20 avr. 2026,Très bien pour le service,Positif,0.84,Positif,Haute,Service,false,Avis positif: très bien pour le service.
1810,www.darty.com,92,Topnotch,4,17 avr. 2026,bon service doublé d'un avantage Deezer,Positif,0.78,Positif,Haute,Service,false,Avis positif: bon service et avantage apprécié.
1811,www.darty.com,93,andre Issenmann,4,17 avr. 2026,"C’est un robot complet, la fonction deporté du rouleau et de la brosse fonctionne très bien. L’IA permet un nettoyage variable suivant l’état des sol.",Positif,0.82,Positif,Haute,Produit,false,Avis positif: robot complet et fonctions efficaces.
1812,www.darty.com,94,Quentin Aubert,4,13 avr. 2026,"Tres bien, bon achat",Positif,0.88,Positif,Haute,Achat,false,Avis positif: très bon achat.
1813,www.darty.com,95,brigitte Beau,4,13 avr. 2026,"produit correct, livraison à améliorer - J'ai, au moment de la commande choisi un créneau de livraison parmi ceux qui étaient proposés. Une fois le paiement fait ce créneau a été modifié par Darty sans mon accord . Ce dernier créneau n'a pas été respecté non plus donc il y a amélioration évidente à prévoir sur ce point.",Positif,0.6,Neutre,Moyenne,Livraison,true,Avis mitigé: produit correct mais livraison à améliorer.
1814,www.darty.com,100,Olivier Bacouel,5,Il y a 6 heures,"Excellent accueil a Gif sur Yvette, équipe fort compétente qui m'a trouvé l'article que je cherchais en appelant différents autres sites. Merci a eux !!",Positif,0.88,Positif,Haute,Accueil / disponibilité,false,Avis positif: excellent accueil et aide efficace.
1815,www.darty.com,101,Michel CANAL,5,Il y a 6 heures,"Commandé pour être livré au magasin Darty choisi, le Kärcher nettoyeur vapeur SC3 est l'accessoire idéal pour un appartement, facile d'emploi et de rangement.",Positif,0.82,Positif,Haute,Produit / livraison magasin,false,Avis positif: produit adapté et livraison en magasin.
1816,www.darty.com,102,Stéphanie,5,Il y a 9 heures,"Galaxy Buds PRO 3 - Grâce à Darty Max j'ai pu avoir de nouveaux écouteurs à moindre coût
Très bien, service impeccable, soigneux et attentif. Je recommande !",Positif,0.93,Positif,Haute,Service,false,Avis positif: service impeccable et recommandé.
1817,www.darty.com,103,BINATÉ,5,Il y a 10 heures,"Je suis très contente de mon achat chez Darty, le vendeur a été attentif et à l’écoute. Il m’a bien expliqué et accompagner. Je le recommande.",Positif,0.95,Positif,Haute,Conseil,false,"Avis positif: vendeur attentif, à l’écoute et recommandation."
1818,www.darty.com,104,Gedeon Mayanga,5,Il y a un jour,"La qualité d’image c’est incroyable, je vous conseille d’acheter cet article. Sigma 24-70",Positif,0.85,Positif,Haute,Produit,false,Avis positif: qualité d’image conseillée.
1819,www.darty.com,105,Martine Wie-Chen,5,Il y a un jour,Livraison rapide avec suivi au relais près de chez moi. Je donne 5 étoiles pas 1 de moins,Positif,0.86,Positif,Haute,Livraison,false,Avis positif: livraison rapide et suivi.
1820,www.darty.com,106,Marie Christ,5,ll y a 2 jours,"Bon accueil, bien conseillé par des vendeurs patients et très professionnels,",Positif,0.92,Positif,Haute,Accueil / conseil,false,Avis positif: bon accueil et vendeurs professionnels.
1821,www.darty.com,107,Marine,5,ll y a 2 jours,"Rapide, bon service en magasin",Positif,0.92,Positif,Haute,Service,false,Avis positif: rapidité et bon service en magasin.
1822,www.darty.com,108,Nico Gar,5,ll y a 2 jours,Fluidité et professionnalisme,Positif,0.9,Positif,Haute,Professionnalisme,false,Avis positif: fluidité et professionnalisme.
1823,www.darty.com,109,MICHEL LANGLOIS,5,ll y a 2 jours,"Large choix de produits, de nombreuses marques sont proposées.
La livraison est très bien programmées, le service est de qualité, le personnel est agréable est très professionnel.",Positif,0.88,Positif,Haute,Choix / livraison,false,"Avis positif: choix, livraison et personnel de qualité."
1824,www.darty.com,110,Sara Couture,5,ll y a 2 jours,"service darty au rdv , je recommande",Positif,0.92,Positif,Haute,Service,false,Avis positif: service au rendez-vous et recommandation.
1825,www.darty.com,111,GUFFROY jean Michel,5,ll y a 3 jours,Équipe très professionnelle et disponible et réactive…. Remerciements particuliers pour Enzo de Somain,Positif,0.9,Positif,Haute,Équipe,false,"Avis positif: équipe professionnelle, disponible et réactive."
1826,www.darty.com,112,Sandra,5,ll y a 3 jours,Très satisfaite. Commande du lave linge passée le matin et livraison faite le lendemain matin. Livreurs au top.,Positif,0.9,Positif,Haute,Livraison,false,Avis positif: très satisfaite et livreurs au top.
1827,www.darty.com,113,Benjamin A.,5,ll y a 3 jours,"BASILISK V3 au top - Déjà, je mentionne que mon premier achat était défectueux... le clic gauche ne fonctionnait pas au déballage :( - Retour dès le lendemain en magasin : Je remercie le technicien chez Darty Carcassonne pour son efficacité (et la chance qu'il en reste 2 dans le rayon). Après test de la nouvelle souris qui fonctionnait, j'ai pu repartir avec pour enfin l'utiliser sur mon pc !
Je ne suis pas fan des lumières et des trucs qui clignotent mais j'avoue que le vert sur ce noir est magnifique ! Bien sûr, il y a toutes les couleurs possible et inimaginable. Configuration assez simple avec les bons logiciels de chez Razer. Je n'ai pas encore testé sous Linux mais vu qu'il est possible d'enregistrer des profils sur un autre pc et qu'ils sont en mémoire de la souris, cela est juste un détail pour moi. Je me suis créé 2 profil pour le moment. Je trouve la forme adaptée à ma main. J'ai eu un peu de mal avec la rapidité du capteur et le fait de cliquer double ... En effet, le capteur prend tellement de fois le mouvement de la souris à la seconde qu'un simple double clic se transforme en un cliquer - glisser avec le micro mouvement que cela peut impliquer. Le mieux est de réduire la vitesse du capteur ^^ Le bouton poussoir permet de fixer une vitesse réduite (400 dpi d'origine). On maintient ce bouton et la souris devient lente. Cela peut être un coup à prendre pour être plus précis dans les FPS ;) Je conseille cette souris car très réactive, très sobre, et si le filaire ne vous gène pas. Pour le prix payé, le fil ne me gène pas du tout... je trouve abusé les tarifs des souris sans fil gaming.",Négatif,0.66,Positif,Haute,Problème résolu,true,Avis positif: premier produit défectueux mais échange efficace et satisfaction finale.
1828,www.darty.com,114,Serge Baude,5,ll y a 3 jours,Bons conseils / ecoute des clients / service apres vente remarquable,Positif,0.87,Positif,Haute,Conseil / SAV,false,Avis positif: bons conseils et SAV remarquable.
1829,www.darty.com,115,Dominique Bréard,5,ll y a 4 jours,"Vendeuse au top - Je cherchais un robot pour ma cuisine afin de remplacer le mien qui avait rendu l'âme et la vendeuse a tout à fait répondu à mes attentes en me proposant le Magimix mini plus me donne toute satisfaction, encore mieux que mon ancien matériel.",Positif,0.88,Positif,Haute,Conseil / produit,false,Avis positif: vendeuse répond aux attentes et produit satisfaisant.
1830,www.darty.com,116,Emmanuelle Robin,5,ll y a 4 jours,"Sensation Lait EA912HF1 Gris anthracite + kit entretien - J'ai acheté cette machine KRUPS plutôt que la Delonghi au même prix car c'est français. Je suis absolument ravie de cet achat. Elle est très facile d'utilisation. Les boissons sont terribles et le nettoyage d'une simplicité enfantine. Tout se fait tout seul. En plus, il y a des produits vendus dedans pour l'entretien et le nettoyage de la machine.
Je suis tombée sur un vendeur très sympathique. Il a bien essayé de me vendre des produits en plus, mais, en même temps, c'est son job ! Il a su répondre à toutes mes questions et était très professionnel.
Le choix de café chez DARTY était limité. Si vous le pouvez acheter votre café en grande surface avant ! Le prix est cher comparé aux grandes surfaces, mais ça a le mérite d'être là pour pouvoir se servir de la machine directement en rentrant à la maison.",Positif,0.83,Positif,Haute,Produit,false,Avis positif: achat ravissant et utilisation facile.
1831,www.darty.com,117,Emmanuel,5,ll y a 4 jours,"Je souhaitais un lave-linge le plus silencieux possible, le modèle suggéré par le vendeur rejoint cette attente.",Positif,0.8,Positif,Haute,Conseil produit,false,Avis positif: modèle conseillé conforme à l’attente.
1832,www.darty.com,118,Patrick,5,ll y a 4 jours,"J'ai commandé un réfrigérateur qui me donne entière satisfaction : faible consommation, pas de bruit, froid excellent.
J'ai été très bien conseillé par Darty et la livraison : PARFAITE, je recommande sans hésiter. Un autre point fort et l'extension de garantie proposée 5 ans + 2 en cas de problème.",Positif,0.86,Positif,Haute,Conseil / livraison,false,"Avis positif: entière satisfaction, livraison parfaite et recommandation."
1833,www.darty.com,119,Lamarque Jérôme,5,ll y a 5 jours,l'équipe de Meaux est toujours agréable et serviable.,Positif,0.9,Positif,Haute,Équipe,false,Avis positif: équipe agréable et serviable.
